text,label
one of those so so films that could have been much better,negative
and he allows a gawky actor like spall who could too easily become comic relief in any other film to reveal his impressively delicate range,positive
"a 75 minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor",negative
"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh and blood humans",positive
"it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn stale cliches , gratuitous violence , or empty machismo",negative
the makers of mothman prophecies succeed in producing that most frightening of all movies a mediocre horror film too bad to be good and too good to be bad,negative
one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead,positive
about the best thing you could say about narc is that it 's a rock solid little genre picture,positive
"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels",positive
` this movie sucks ',negative
`` brown sugar '' admirably aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film,positive
"but it has an ambition to say something about its subjects , but not a willingness",negative
stumbles over every cheap trick in the book trying to make the outrage come even easier,negative
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative
"is not so much a work of entertainment as it is a unique , well crafted psychological study of grief",positive
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive
good naturedly cornball sequel,positive
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive
formula 51 promises a new kind of high but delivers the same old bad trip,negative
"ben kingsley is truly funny , playing a kind of ghandi gone bad",positive
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
"maggie smith as the ya ya member with the o2 tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment",positive
The company is well positioned in Brazil and Uruguay .,positive
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
"the mystery of enigma is how a rich historical subject , combined with so much first rate talent could have yielded such a flat , plodding picture",negative
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive
"director chris wedge and screenwriters michael berg , michael j wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time",positive
"the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil",negative
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive
there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action,positive
the movie slides downhill as soon as macho action conventions assert themselves,negative
the 50 something lovebirds are too immature and unappealing to care about,negative
"after seeing ` analyze that , ' i feel better already",positive
sayles once again strands his superb performers in the same old story,negative
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive
"its and pieces of the hot chick are so hilarious , and schneider 's performance is so fine , it 's a real shame that so much of the movie again , as in the animal is a slapdash mess",negative
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative
"although it tries to be much more , it 's really just another major league",negative
something has been lost in the translation another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise,negative
they just do n't work in concert,negative
the movie does n't generate a lot of energy,negative
"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream",positive
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive
"despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny '",negative
"in its chicken heart , crush goes to absurd lengths to duck the very issues it raises",negative
"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter",negative
"in its treatment of the dehumanizing and ego destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film",positive
a bland animated sequel that hardly seems worth the effort,negative
"flat , misguided comedy",negative
"faithful without being forceful , sad without being shrill , `` a walk to remember '' succeeds through sincerity",positive
"equilibrium the movie , as opposed to the manifesto , is really , really stupid",negative
"from both a great and a terrible story , mr nelson has made a film that is an undeniably worthy and devastating experience",positive
"oh , and more entertaining , too",positive
"although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch fests farts , boobs , unmentionables without much success",negative
"this is a finely written , superbly acted offbeat thriller",positive
"it 's affecting , amusing , sad and reflective",positive
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
feels less like a change in lrb herzog 's rrb personal policy than a half hearted fluke,negative
its rawness and vitality give it considerable punch,positive
more intellectually scary than dramatically involving,negative
"anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity",negative
so exaggerated and broad that it comes off as annoying rather than charming,negative
"this is a movie full of grace and , ultimately , hope",positive
a muddy psychological thriller rife with miscalculations,negative
"a smart , provocative drama that does the nearly impossible it gets under the skin of a man we only know as an evil , monstrous lunatic",positive
a moving and solidly entertaining comedy drama that should bolster director and co writer juan jos campanella 's reputation in the united states,positive
"a dull , simple minded and stereotypical tale of drugs , death and mind numbing indifference on the inner city streets",negative
"meticulously mounted , exasperatingly well behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant",positive
"with notorious c h o cho proves she has the stuff to stand tall with pryor , carlin and murphy",positive
boyd 's screenplay lrb co written with guardian hack nick davies rrb has a florid turn of phrase that owes more to guy ritchie than the bard of avon,negative
"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and worst of all silly looking morlocks",negative
it 's just a movie that happens to have jackie chan in it,negative
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive
"whatever complaints i might have , i 'd take lrb its rrb earnest errors and hard won rewards over the bombastic self glorification of other feel good fiascos like antwone fisher or the emperor 's club any time",positive
elvira fans could hardly ask for more,positive
"shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less compelling soap opera",negative
an effective portrait of a life in stasis of the power of inertia to arrest development in a dead end existence,positive
"even fans of ismail merchant 's work , i suspect , would have a hard time sitting through this one",negative
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive
"an entertaining , if somewhat standardized , action movie",positive
"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people",positive
gets better after foster leaves that little room,positive
the drama discloses almost nothing,negative
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive
rosenthal lrb halloween ii rrb seems to have forgotten everything he ever knew about generating suspense,negative
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative
be patient with the lovely hush !,positive
"the script 's judgment and sense of weight is way , way off",negative
"strange , funny , twisted , brilliant and macabre",positive
it 's a masterpiece,positive
an unexpectedly sweet story of sisterhood,positive
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive
most viewers will wish there had been more of the `` queen '' and less of the `` damned '',negative
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation",positive
"if a horror movie 's primary goal is to frighten and disturb , then they works spectacularly well a shiver inducing , nerve rattling ride",positive
rarely have i seen a film so willing to champion the fallibility of the human heart,positive
a psychic journey deep into the very fabric of iranian life,positive
"the graphic carnage and re creation of war torn croatia is uncomfortably timely , relevant , and sickeningly real",positive
"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th century prose behind her childlike smile",positive
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power,positive
"a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him",positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten",negative
Olvi has posted a strong set of figures for the first six months of this year .,positive
resembles a soft porn brian de palma pastiche,negative
it 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long,negative
"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time",positive
"art house to the core , read my lips is a genre curling crime story that revives the free wheeling noir spirit of old french cinema",positive
morton deserves an oscar nomination,positive
just a kiss is a just a waste,negative
"the movie straddles the fence between escapism and social commentary , and on both sides it falls short",negative
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be,negative
Military escalation increased fear in global markets,negative
"but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted",negative
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive
"a loud , brash and mainly unfunny high school comedy",negative
a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen,negative
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands,negative
but it 's surprisingly harmless,positive
a grand fart coming from a director beginning to resemble someone 's crazy french grandfather,negative
there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye,positive
exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable,negative
"despite the predictable parent vs child coming of age theme , first class , natural acting and a look at `` the real americans '' make this a charmer",positive
"it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002",negative
this thing works on no level whatsoever for me,negative
it 's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere,negative
a terrifically entertaining specimen of spielbergian sci fi,positive
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything",negative
"an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar",positive
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this i assume the director has pictures of them cavorting in ladies ' underwear,negative
a damn fine and a truly distinctive and a deeply pertinent film,positive
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative",positive
the film never finds its tone and several scenes run too long,negative
overall tomfoolery like this is a matter of taste,negative
"the director , with his fake backdrops and stately pacing , never settles on a consistent tone",negative
woody allen used to ridicule movies like hollywood ending,negative
can be viewed as pure composition and form film as music,positive
crummy,negative
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive
"holland lets things peter out midway , but it 's notably better acted and far less crass than some other recent efforts in the burgeoning genre of films about black urban professionals",positive
tres greek writer and star nia vardalos has crafted here a worldly wise and very funny script,positive
watching austin powers in goldmember is like binging on cotton candy,positive
but not without cheesy fun factor,positive
maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies,negative
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie which may be why it 's so successful at lodging itself in the brain",positive
"` synthetic ' is the best description of this well meaning , beautifully produced film that sacrifices its promise for a high powered star pedigree",negative
no surprises,negative
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative
"death to smoochy is often very funny , but what 's even more remarkable is the integrity of devito 's misanthropic vision",positive
"otherwise , this could be a passable date film",negative
one big blustery movie where nothing really happens,negative
one fantastic lrb and educational rrb documentary,positive
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny",negative
"if you 're content with a clever pseudo bio that manages to have a good time as it doles out pieces of the famous director 's life , eisenstein delivers",positive
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
"spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations",negative
horrible,negative
renner carries much of the film with a creepy and dead on performance,positive
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive
one resurrection too many,negative
"a delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow",positive
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare,positive
spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry,positive
after that it becomes long and tedious like a classroom play in a college history course,negative
"if you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of unfaithful",positive
an ambitious ` what if ? ',positive
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent",negative
zoom !,positive
"all the queen 's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers",negative
Scanfil issued a profit warning on 10 April 2006 .,negative
barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull,negative
"and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends",positive
"coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera ish story",negative
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative
"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang raped ?",negative
"i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap clich",negative
"the trouble is , its filmmakers run out of clever ideas and visual gags about halfway through",negative
a movie in which laughter and self exploitation merge into jolly soft porn 'em powerment ',positive
the heat of the moment prevails,positive
the very definition of what critics have come to term an `` ambitious failure '',negative
"`` spider man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",positive
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative
elling builds gradually until you feel fully embraced by this gentle comedy,positive
it 's hard to imagine another director ever making his wife look so bad in a major movie,negative
"a moving , if uneven , success",positive
"she nearly glows with enthusiasm , sensuality and a conniving wit",positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
"it 's surprisingly decent , particularly for a tenth installment in a series",positive
"it may not be a huge cut of above the rest , but i enjoyed barbershop",positive
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive
one of the most highly praised disappointments i 've had the misfortune to watch in quite some time,negative
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
"boll uses a lot of quick cutting and blurry step printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect",negative
"an unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage",positive
"this is unusual , food for thought cinema that 's as entertaining as it is instructive",positive
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers",negative
"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium",negative
it 's in the action scenes that things fall apart,negative
pleasant but not more than recycled jock piffle,negative
"oh , look at that clever angle !",positive
`` nicholas nickleby '' is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year,positive
a surprisingly sweet and gentle comedy,positive
the film is a fierce dance of destruction,positive
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries,positive
the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness,positive
plays like one of those conversations that comic book guy on `` the simpsons '' has,negative
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst,positive
children and adults enamored of all things pokemon wo n't be disappointed,positive
"like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create",negative
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion",negative
"a light , yet engrossing piece",positive
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
"funny in a sick , twisted sort of way",positive
lrb a rrb rather thinly conceived movie,negative
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative
the plot weaves us into a complex web,positive
"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions",positive
"although i did n't hate this one , it 's not very good either",negative
"but the talented cast alone will keep you watching , as will the fight scenes",positive
it 's just not very smart,negative
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
"its gentle , touching story creeps into your heart",positive
"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head trip",positive
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative
"witty , vibrant , and intelligent",positive
mama africa pretty much delivers on that promise,positive
"instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way",positive
a waste of fearless purity in the acting craft,negative
i 'm guessing the director is a magician,positive
"terrific as nadia , a russian mail order bride who comes to america speaking not a word of english , it 's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers",positive
first time director jo o pedro rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on,negative
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort",negative
a true blue delight,positive
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive
there 's not a fresh idea at the core of this tale,negative
"the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations",positive
this movie is to be cherished,positive
"as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small town competition",negative
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive
"as quiet , patient and tenacious as mr lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline",positive
"interminably bleak , to say nothing of boring",negative
"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own",negative
a feel good movie that does n't give you enough to feel good about,negative
a doa dud from frame one,negative
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative
the only young people who possibly will enjoy it are infants who might be distracted by the movie 's quick movements and sounds,negative
"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build up of expository material",positive
sorvino is delightful in the central role,positive
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive
too clumsy in key moments to make a big splash,negative
"one of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised",positive
"far more successful , if considerably less ambitious , than last year 's kubrick meets spielberg exercise",positive
"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions",positive
"if you 're part of her targeted audience , you 'll cheer",positive
the logic of it all will be greek to anyone not predisposed to the movie 's rude and crude humor,negative
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive
lrb a rrb strong piece of work,positive
horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth,positive
a sentimental but entirely irresistible portrait of three aging sisters,positive
an unfortunate title for a film that has nothing endearing about it,negative
"spider man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units",negative
a compelling story of musical passion against governmental odds,positive
"there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern day comedies",positive
"as it is , it 's too long and unfocused",negative
"an empty , purposeless exercise",negative
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive
"yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family",negative
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment,negative
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting,negative
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative
a minor film with major pleasures from portuguese master manoel de oliviera,positive
what makes this film special is serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context,positive
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
it 's just that it 's so not at all good,negative
"by turns fanciful , grisly and engagingly quixotic",positive
"it leers , offering next to little insight into its intriguing subject",negative
"the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals",positive
"the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut",negative
this is not an easy film,negative
"good actors have a radar for juicy roles there 's a plethora of characters in this picture , and not one of them is flat",positive
"the film brilliantly shines on all the characters , as the direction is intelligently accomplished",positive
it 's not too much of anything,negative
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
the film is darkly funny in its observation of just how much more grueling and time consuming the illusion of work is than actual work,positive
this is one of the year 's best films,positive
as tricky and satisfying as any of david mamet 's airless cinematic shell games,positive
discursive but oddly riveting documentary,positive
yet it 's not quite the genre busting film it 's been hyped to be because it plays everything too safe,negative
more sophisticated and literate than such pictures usually are an amusing little catch,positive
"though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities",negative
"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers",positive
starts out ballsy and stylish but fails to keep it up and settles into clich s,negative
jackass is a vulgar and cheap looking version of candid camera staged for the marquis de sade set,negative
"illiterate , often inert sci fi action thriller",negative
goes on and on to the point of nausea,negative
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness",negative
"if hill is n't quite his generation 's don siegel lrb or robert aldrich rrb , it 's because there 's no discernible feeling beneath the chest hair it 's all bluster and clich",negative
the screenplay flounders under the weight of too many story lines,negative
"soderbergh , like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit",positive
an extremely unpleasant film,negative
stress ` dumb ',negative
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive
the film is a verbal duel between two gifted performers,positive
only masochistic moviegoers need apply,negative
"Previously , the company anticipated its operating profit to improve over the same period .",positive
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive
"britney spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction",negative
comes alive only when it switches gears to the sentimental,negative
"beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour",positive
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating,negative
bring on the sequel,positive
contrived pastiche of caper clich s,negative
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive
that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,positive
an old fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue,positive
"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop music history has been allowed to get wet , fuzzy and sticky",negative
"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson",negative
a peculiar misfire that even tunney ca n't save,negative
"so beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses",positive
"in the new release of cinema paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned",positive
this story still seems timely and important,positive
The EPS improved to EUR0 .38 from EUR0 .27 .,positive
offers laughs and insight into one of the toughest ages a kid can go through,positive
"jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism",positive
but its storytelling prowess and special effects are both listless,negative
"with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool",negative
may prove to be lrb tsai 's rrb masterpiece,positive
an ideal love story for those intolerant of the more common saccharine genre,positive
an intimate contemplation of two marvelously messy lives,positive
"wimps out by going for that pg 13 rating , so the more graphic violence is mostly off screen and the sexuality is muted",negative
"viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout",negative
Operating profit of the Asian plants grew markedly .,positive
a remarkably insightful look at the backstage angst of the stand up comic,positive
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive
fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film,positive
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
a raunchy and frequently hilarious follow up to the gifted korean american stand up 's i 'm the one that i want,positive
"the best thing about the movie is its personable , amusing cast",positive
"a buoyant romantic comedy about friendship , love , and the truth that we 're all in this together",positive
it 's no lie big fat liar is a real charmer,positive
unbearably lame,negative
hollywood ending just is n't very funny,negative
the problem with all of this it 's not really funny,negative
an energetic and engaging film that never pretends to be something it is n't,positive
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets,positive
"as hannibal would say , yes , ` it 's like having an old friend for dinner '",positive
"if the film 's vision of sport as a secular religion is a bit cloying , its through line of family and community is heartening in the same way that each season marks a new start",positive
five screenwriters are credited with the clich laden screenplay it seems as if each watered down the version of the one before,negative
naipaul fans may be disappointed,negative
lrb seagal 's rrb strenuous attempt at a change in expression could very well clinch him this year 's razzie,negative
"with its paint fights , motorized scooter chases and dewy eyed sentiment , it 's a pretty listless collection of kid movie clich s",negative
"if you 're looking for a story , do n't bother",negative
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive
"at a time when we 've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture",negative
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive
too bland and fustily tasteful to be truly prurient,negative
a truly wonderful tale combined with stunning animation,positive
"reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",negative
mazel tov to a film about a family 's joyous life acting on the yiddish stage,positive
a beautiful paean to a time long past,positive
schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past ',positive
